observation_id,deployment_id,sequence_id,media_id,timestamp,observation_type,scientific_name,vernacular_name,count,age,sex,individual_id,classification_method,classified_by,classification_date,classification_confidence,comments
e7ecb253-7a52-4ef9-8be1-ca91015cf310,7e0fa581-9aa6-4a53-bdb3-57095c739329,0aff1418-f9d3-4403-a9e1-53ac4e89653c,,2018-07-09T02:52:03+0200,animal,Sus scrofa,wild boar,1,undefined,male,,human,ff792261-deee-40b3-8a31-d3e792d574fd,2018-10-26T07:41:49+0200,,
34d77527-be69-4203-a039-d1e8c5675330:seq,7e0fa581-9aa6-4a53-bdb3-57095c739329,34d77527-be69-4203-a039-d1e8c5675330,,2018-07-09T12:00:00+0200,time lapse,,,,,,,human,,,,
16124a6d-ff84-4d62-8401-89bc9bda4e60,7e0fa581-9aa6-4a53-bdb3-57095c739329,c74d731d-9c46-4aa5-ad1e-e088a46b7fbd,,2018-07-09T16:15:33+0200,animal,Capreolus capreolus,western roe deer,1,undefined,female,,human,ff792261-deee-40b3-8a31-d3e792d574fd,2018-10-26T07:42:13+0200,,
db4a8575-b5b3-4fcc-97b4-8e8d29fb957b:seq,7e0fa581-9aa6-4a53-bdb3-57095c739329,db4a8575-b5b3-4fcc-97b4-8e8d29fb957b,,2018-07-09T19:28:10+0200,setup/pickup,,,,,,,human,,,,
d329e908-a112-48ad-bfae-c88f3cbeaba2:seq,880c2407-09a4-448b-b246-b3a04a322277,d329e908-a112-48ad-bfae-c88f3cbeaba2,,2018-06-05T14:20:32+0200,setup/pickup,,,,,,,human,,,,
ae97c87a-aa60-410a-a186-33d135f15e84:seq,880c2407-09a4-448b-b246-b3a04a322277,ae97c87a-aa60-410a-a186-33d135f15e84,,2018-06-06T00:00:00+0200,time lapse,,,,,,,human,,,,
147a6cfc-4f22-40a8-ab78-252d5ec5d54f,880c2407-09a4-448b-b246-b3a04a322277,13ec8b63-1325-430c-8d27-03a684807d92,,2018-06-06T02:04:27+0200,animal,Capreolus capreolus,western roe deer,1,adult,male,,human,bb4153b3-278a-4aef-8eea-2e8ac0e07047,2018-09-26T08:19:20+0200,,
b2fdd13a-4778-4da9-859b-776d820daeb8:seq,880c2407-09a4-448b-b246-b3a04a322277,b2fdd13a-4778-4da9-859b-776d820daeb8,,2018-06-06T12:00:00+0200,time lapse,,,,,,,human,,,,
70497cad-f447-4b2e-a25a-0b7571352391:seq,880c2407-09a4-448b-b246-b3a04a322277,70497cad-f447-4b2e-a25a-0b7571352391,,2018-06-06T23:20:49+0200,empty,,,,,,,human,,,,
635ba11c-289a-421f-be92-9d48f541771c:seq,880c2407-09a4-448b-b246-b3a04a322277,635ba11c-289a-421f-be92-9d48f541771c,,2018-06-07T00:00:00+0200,time lapse,,,,,,,human,,,,
e4145c00-8e68-42ab-9fcf-8d08dcb05813:seq,880c2407-09a4-448b-b246-b3a04a322277,e4145c00-8e68-42ab-9fcf-8d08dcb05813,,2018-06-07T01:38:27+0200,empty,,,,,,,human,,,,
392b9f7d-b046-4646-9020-f09882de9bfe:seq,880c2407-09a4-448b-b246-b3a04a322277,392b9f7d-b046-4646-9020-f09882de9bfe,,2018-06-07T03:14:19+0200,empty,,,,,,,human,,,,
46ded993-6c7b-4d1f-853e-3557f50d26d9:seq,880c2407-09a4-448b-b246-b3a04a322277,46ded993-6c7b-4d1f-853e-3557f50d26d9,,2018-06-07T05:20:04+0200,empty,,,,,,,human,,,,
0a2489cb-74ed-4830-937f-210f2ea8e758:seq,880c2407-09a4-448b-b246-b3a04a322277,0a2489cb-74ed-4830-937f-210f2ea8e758,,2018-06-07T12:00:00+0200,time lapse,,,,,,,human,,,,
01597d91-dd83-4fc3-a75b-015d275797d8:seq,880c2407-09a4-448b-b246-b3a04a322277,01597d91-dd83-4fc3-a75b-015d275797d8,,2018-06-07T23:21:56+0200,empty,,,,,,,human,,,,
dd1c8824-6e8c-42a9-b3f8-758fc2583547:seq,880c2407-09a4-448b-b246-b3a04a322277,dd1c8824-6e8c-42a9-b3f8-758fc2583547,,2018-06-08T00:00:00+0200,time lapse,,,,,,,human,,,,
8605df8d-c0e0-402d-a3fa-43629b0ad22a,880c2407-09a4-448b-b246-b3a04a322277,d40c94ab-fa89-45ff-add2-3d0a1070766d,,2018-06-08T02:55:39+0200,animal,Capreolus capreolus,western roe deer,1,adult,undefined,,human,bb4153b3-278a-4aef-8eea-2e8ac0e07047,2018-09-26T08:20:44+0200,,
afba0802-8a8c-42e8-a45e-ddf64f4b9d27:seq,880c2407-09a4-448b-b246-b3a04a322277,afba0802-8a8c-42e8-a45e-ddf64f4b9d27,,2018-06-08T03:29:32+0200,empty,,,,,,,human,,,,
70d5b643-c195-479d-9cdd-4a7885f448af:seq,880c2407-09a4-448b-b246-b3a04a322277,70d5b643-c195-479d-9cdd-4a7885f448af,,2018-06-08T04:40:55+0200,empty,,,,,,,human,,,,
51189d31-f7e4-4a54-a5da-86ed86a36054,880c2407-09a4-448b-b246-b3a04a322277,fcd916f9-5ad2-428b-80ab-eb50fc2e0472,,2018-06-08T06:03:45+0200,animal,Vulpes vulpes,Red Fox,1,adult,undefined,,human,bb4153b3-278a-4aef-8eea-2e8ac0e07047,2018-09-26T08:21:39+0200,,
9cf257b2-c040-4423-8ac9-5ffc4158466a:seq,880c2407-09a4-448b-b246-b3a04a322277,9cf257b2-c040-4423-8ac9-5ffc4158466a,,2018-06-08T11:00:10+0200,empty,,,,,,,human,,,,
f977cb6b-bdd3-46eb-b63c-12d2408eb0a4:seq,880c2407-09a4-448b-b246-b3a04a322277,f977cb6b-bdd3-46eb-b63c-12d2408eb0a4,,2018-06-08T11:19:48+0200,empty,,,,,,,human,,,,
cc0abaf6-2586-4d76-843c-7798bfed645f:seq,880c2407-09a4-448b-b246-b3a04a322277,cc0abaf6-2586-4d76-843c-7798bfed645f,,2018-06-08T12:00:00+0200,time lapse,,,,,,,human,,,,
a867cb71-364f-4403-a1a4-7041fa0bbf94:seq,880c2407-09a4-448b-b246-b3a04a322277,a867cb71-364f-4403-a1a4-7041fa0bbf94,,2018-06-08T19:40:57+0200,empty,,,,,,,human,,,,
188ea3d7-bddf-48c0-8919-1923e839ab1a:seq,880c2407-09a4-448b-b246-b3a04a322277,188ea3d7-bddf-48c0-8919-1923e839ab1a,,2018-06-08T20:55:58+0200,empty,,,,,,,human,,,,
6be10860-1790-491a-98d5-cb572651b10e:seq,880c2407-09a4-448b-b246-b3a04a322277,6be10860-1790-491a-98d5-cb572651b10e,,2018-06-08T21:05:44+0200,empty,,,,,,,human,,,,
a5393f28-7dc1-40de-bd66-5f8bf5f862f1:seq,880c2407-09a4-448b-b246-b3a04a322277,a5393f28-7dc1-40de-bd66-5f8bf5f862f1,,2018-06-08T22:27:39+0200,empty,,,,,,,human,,,,
0e941e7a-ceb0-4a3e-abeb-f6cb39d6dd51:seq,880c2407-09a4-448b-b246-b3a04a322277,0e941e7a-ceb0-4a3e-abeb-f6cb39d6dd51,,2018-06-09T00:00:00+0200,time lapse,,,,,,,human,,,,
b179d42d-0382-416b-9963-4deb625aff0c:seq,880c2407-09a4-448b-b246-b3a04a322277,b179d42d-0382-416b-9963-4deb625aff0c,,2018-06-09T12:00:00+0200,time lapse,,,,,,,human,,,,
03bdda7c-87a0-40b5-946f-40195c799105:seq,880c2407-09a4-448b-b246-b3a04a322277,03bdda7c-87a0-40b5-946f-40195c799105,,2018-06-10T00:00:00+0200,time lapse,,,,,,,human,,,,
bab5ea30-5f58-446f-ad6c-6af9375f2d3b,880c2407-09a4-448b-b246-b3a04a322277,1ab3a337-64cd-4da6-b27b-50dd52dcb6a3,,2018-06-10T03:33:07+0200,animal,Capreolus capreolus,western roe deer,1,adult,male,,human,bb4153b3-278a-4aef-8eea-2e8ac0e07047,2018-09-26T08:23:30+0200,,
c8c2f55e-48b6-4e61-b17f-860a75d010a3:seq,880c2407-09a4-448b-b246-b3a04a322277,c8c2f55e-48b6-4e61-b17f-860a75d010a3,,2018-06-10T12:00:00+0200,time lapse,,,,,,,human,,,,
31ee81b6-20a2-4733-85f8-b43511625307:seq,880c2407-09a4-448b-b246-b3a04a322277,31ee81b6-20a2-4733-85f8-b43511625307,,2018-06-11T00:00:00+0200,time lapse,,,,,,,human,,,,
22004690-501a-4c08-873e-229231b09872:seq,880c2407-09a4-448b-b246-b3a04a322277,22004690-501a-4c08-873e-229231b09872,,2018-06-11T12:00:00+0200,time lapse,,,,,,,human,,,,
4802088b-e8b8-4b43-aca9-14d9c36dde30:seq,880c2407-09a4-448b-b246-b3a04a322277,4802088b-e8b8-4b43-aca9-14d9c36dde30,,2018-06-12T00:00:00+0200,time lapse,,,,,,,human,,,,
f8bd7ebe-8faf-49c8-addb-2f78feeb62cf,880c2407-09a4-448b-b246-b3a04a322277,3a949212-84cd-4cc2-bf70-a81486068b03,,2018-06-12T02:01:13+0200,animal,Capreolus capreolus,western roe deer,1,adult,male,,human,bb4153b3-278a-4aef-8eea-2e8ac0e07047,2018-09-26T08:23:45+0200,,
24209dba-a893-4e15-801e-3f6e5afa6b66:seq,880c2407-09a4-448b-b246-b3a04a322277,24209dba-a893-4e15-801e-3f6e5afa6b66,,2018-06-12T12:00:00+0200,time lapse,,,,,,,human,,,,
fde6515d-eed9-4e3c-99c4-4c1926a77377,880c2407-09a4-448b-b246-b3a04a322277,6a8fba7f-89d7-46af-93b1-eabc09901bbc,,2018-06-12T21:01:04+0200,animal,Capreolus capreolus,western roe deer,1,adult,female,,human,bb4153b3-278a-4aef-8eea-2e8ac0e07047,2018-09-26T08:24:17+0200,,
74da2114-7834-44e3-96c7-47950945d4db:seq,880c2407-09a4-448b-b246-b3a04a322277,74da2114-7834-44e3-96c7-47950945d4db,,2018-06-13T00:00:00+0200,time lapse,,,,,,,human,,,,
96dc30b3-80de-4c31-897a-703e9cc6febe:seq,880c2407-09a4-448b-b246-b3a04a322277,96dc30b3-80de-4c31-897a-703e9cc6febe,,2018-06-13T12:00:00+0200,time lapse,,,,,,,human,,,,
a6a794b2-5505-401b-b436-2d37d95ccd64,880c2407-09a4-448b-b246-b3a04a322277,fb0d53dc-26ee-4294-93c0-63344a72b563,,2018-06-13T23:33:17+0200,animal,Capreolus capreolus,western roe deer,1,adult,female,,human,bb4153b3-278a-4aef-8eea-2e8ac0e07047,2018-09-26T08:24:40+0200,,
3be927f7-5bdd-4b85-9aa6-60eb581fb2b9:seq,880c2407-09a4-448b-b246-b3a04a322277,3be927f7-5bdd-4b85-9aa6-60eb581fb2b9,,2018-06-14T00:00:00+0200,time lapse,,,,,,,human,,,,
df5ae5e1-60c7-4f4d-b813-4dfbfb60e891:seq,880c2407-09a4-448b-b246-b3a04a322277,df5ae5e1-60c7-4f4d-b813-4dfbfb60e891,,2018-06-14T12:00:00+0200,time lapse,,,,,,,human,,,,
27b1bade-b5ff-4a95-b91f-b0281952a55a,880c2407-09a4-448b-b246-b3a04a322277,7a7aceaf-61c0-4e56-acbf-88eff7da0e08,,2018-06-14T16:27:33+0200,human,Homo sapiens,Human,1,,,,human,bb4153b3-278a-4aef-8eea-2e8ac0e07047,2018-09-26T08:25:04+0200,,
89e62d46-c680-410e-81a5-fb06f9842aa9:seq,880c2407-09a4-448b-b246-b3a04a322277,89e62d46-c680-410e-81a5-fb06f9842aa9,,2018-06-15T00:00:00+0200,time lapse,,,,,,,human,,,,
520c5116-2c66-4278-a7ab-b78bad8ada11:seq,880c2407-09a4-448b-b246-b3a04a322277,520c5116-2c66-4278-a7ab-b78bad8ada11,,2018-06-15T12:00:00+0200,time lapse,,,,,,,human,,,,
d1b0ad1d-85cd-4a67-b087-7c4d47373fef:seq,880c2407-09a4-448b-b246-b3a04a322277,d1b0ad1d-85cd-4a67-b087-7c4d47373fef,,2018-06-16T00:00:00+0200,time lapse,,,,,,,human,,,,
fa060a99-3511-4cca-8fb0-b58d35734a59:seq,880c2407-09a4-448b-b246-b3a04a322277,fa060a99-3511-4cca-8fb0-b58d35734a59,,2018-06-16T12:00:00+0200,time lapse,,,,,,,human,,,,
13cfbc68-832e-410e-a143-eac2169cc687:seq,880c2407-09a4-448b-b246-b3a04a322277,13cfbc68-832e-410e-a143-eac2169cc687,,2018-06-17T00:00:00+0200,time lapse,,,,,,,human,,,,
c61e1f77-d4e9-4997-ac7f-3d3f2d83582c:seq,880c2407-09a4-448b-b246-b3a04a322277,c61e1f77-d4e9-4997-ac7f-3d3f2d83582c,,2018-06-17T12:00:00+0200,time lapse,,,,,,,human,,,,
6d934a07-6a64-458a-9dd1-32b7b6bd033b:seq,880c2407-09a4-448b-b246-b3a04a322277,6d934a07-6a64-458a-9dd1-32b7b6bd033b,,2018-06-18T00:00:00+0200,time lapse,,,,,,,human,,,,
b6830eac-5111-4569-a414-476d82a20381:seq,880c2407-09a4-448b-b246-b3a04a322277,b6830eac-5111-4569-a414-476d82a20381,,2018-06-18T12:00:00+0200,time lapse,,,,,,,human,,,,
81a83308-aa0e-4588-87bb-323a8dd4c991:seq,880c2407-09a4-448b-b246-b3a04a322277,81a83308-aa0e-4588-87bb-323a8dd4c991,,2018-06-19T00:00:00+0200,time lapse,,,,,,,human,,,,
571a0f7d-fa16-4231-b343-54b5d54c0992,880c2407-09a4-448b-b246-b3a04a322277,b04a7b7f-5d06-4a6a-9c4b-93a1b7b9b99c,,2018-06-19T11:02:45+0200,animal,Capreolus capreolus,western roe deer,1,adult,undefined,,human,bb4153b3-278a-4aef-8eea-2e8ac0e07047,2018-09-26T08:25:34+0200,,
1596b451-62d9-4adb-beed-390711585d40:seq,880c2407-09a4-448b-b246-b3a04a322277,1596b451-62d9-4adb-beed-390711585d40,,2018-06-19T12:00:00+0200,time lapse,,,,,,,human,,,,
34cfe5a8-2d7c-4bd9-94cb-96f7bc73c033:seq,880c2407-09a4-448b-b246-b3a04a322277,34cfe5a8-2d7c-4bd9-94cb-96f7bc73c033,,2018-06-20T00:00:00+0200,time lapse,,,,,,,human,,,,
d980e513-df9b-4179-b919-a8876f137e9c:seq,880c2407-09a4-448b-b246-b3a04a322277,d980e513-df9b-4179-b919-a8876f137e9c,,2018-06-20T12:00:00+0200,time lapse,,,,,,,human,,,,
d75a4202-c943-4a63-93e8-2cea163116f5:seq,880c2407-09a4-448b-b246-b3a04a322277,d75a4202-c943-4a63-93e8-2cea163116f5,,2018-06-21T00:00:00+0200,time lapse,,,,,,,human,,,,
29fd97b2-3ee6-490a-97ff-a4a7bbd60864:seq,880c2407-09a4-448b-b246-b3a04a322277,29fd97b2-3ee6-490a-97ff-a4a7bbd60864,,2018-06-21T12:00:00+0200,time lapse,,,,,,,human,,,,
c93417c0-4e66-46d4-962e-306b70edae37:seq,880c2407-09a4-448b-b246-b3a04a322277,c93417c0-4e66-46d4-962e-306b70edae37,,2018-06-22T00:00:00+0200,time lapse,,,,,,,human,,,,
4080b826-17f9-4b3e-8c21-bb7f54e4d8be,880c2407-09a4-448b-b246-b3a04a322277,691831c5-c2d2-4eb3-bcdb-4fb4f738d8df,,2018-06-22T01:54:52+0200,animal,Capreolus capreolus,western roe deer,1,adult,female,,human,bb4153b3-278a-4aef-8eea-2e8ac0e07047,2018-09-26T08:25:59+0200,,
7e8cc6fc-20cb-43d6-a07f-e098fdca6955,880c2407-09a4-448b-b246-b3a04a322277,42fd5348-3bc9-4846-9b8c-88e2c1d8ea58,,2018-06-22T03:28:26+0200,animal,Capreolus capreolus,western roe deer,1,adult,female,,human,bb4153b3-278a-4aef-8eea-2e8ac0e07047,2018-09-26T08:26:22+0200,,
e52a9c23-1e6e-4502-99ec-b32a71484b2f,880c2407-09a4-448b-b246-b3a04a322277,bfec14a4-61a9-4d74-8e11-4722d18a8f16,,2018-06-22T03:30:48+0200,animal,Capreolus capreolus,western roe deer,1,adult,female,,human,bb4153b3-278a-4aef-8eea-2e8ac0e07047,2018-09-26T08:26:47+0200,,
9f016e18-3ff5-4514-b42f-f88c317898aa,880c2407-09a4-448b-b246-b3a04a322277,11416dc2-a1f5-472a-86d0-282239fbbb60,,2018-06-22T07:35:02+0200,animal,Capreolus capreolus,western roe deer,1,adult,female,,human,bb4153b3-278a-4aef-8eea-2e8ac0e07047,2018-09-26T08:27:32+0200,,
7671a282-3fe0-45ba-b556-f281572259f7:seq,880c2407-09a4-448b-b246-b3a04a322277,7671a282-3fe0-45ba-b556-f281572259f7,,2018-06-22T12:00:00+0200,time lapse,,,,,,,human,,,,
e0e5a9b6-b672-4de6-875d-597c086aaa3d,880c2407-09a4-448b-b246-b3a04a322277,2b5a0bc0-26b5-4d6b-a75e-40bb1773f989,,2018-06-22T16:40:48+0200,animal,Capreolus capreolus,western roe deer,1,adult,undefined,,human,bb4153b3-278a-4aef-8eea-2e8ac0e07047,2018-09-26T08:28:03+0200,,
36a5b7f0-0d2d-4ee1-b271-44e33c74325a:seq,880c2407-09a4-448b-b246-b3a04a322277,36a5b7f0-0d2d-4ee1-b271-44e33c74325a,,2018-06-23T00:00:00+0200,time lapse,,,,,,,human,,,,
122a337c-2b93-4fe0-b413-8e83d8339dcf,880c2407-09a4-448b-b246-b3a04a322277,b2bea419-96c1-4ab2-9909-80a1bba9c92a,,2018-06-23T00:28:26+0200,animal,Capreolus capreolus,western roe deer,1,adult,male,,human,bb4153b3-278a-4aef-8eea-2e8ac0e07047,2018-09-26T08:28:29+0200,,
99c1fdac-de57-495f-bf70-7ad597704070,880c2407-09a4-448b-b246-b3a04a322277,b772d86e-25bf-4bc5-8f04-d9244e9a7223,,2018-06-23T05:13:03+0200,animal,Capreolus capreolus,western roe deer,1,adult,female,,human,bb4153b3-278a-4aef-8eea-2e8ac0e07047,2018-09-26T08:29:17+0200,,
afa5f60f-3d36-4646-99b5-8a85d3079283,880c2407-09a4-448b-b246-b3a04a322277,b772d86e-25bf-4bc5-8f04-d9244e9a7223,,2018-06-23T05:13:03+0200,animal,Capreolus capreolus,western roe deer,2,juvenile,undefined,,human,bb4153b3-278a-4aef-8eea-2e8ac0e07047,2018-09-26T08:29:28+0200,,
1cb3a13e-0d4b-4c00-89a1-85a106aeabe4:seq,880c2407-09a4-448b-b246-b3a04a322277,1cb3a13e-0d4b-4c00-89a1-85a106aeabe4,,2018-06-23T12:00:00+0200,time lapse,,,,,,,human,,,,
e050938a-d135-4e53-bb7e-4ffff77938e9,880c2407-09a4-448b-b246-b3a04a322277,f51ed3a2-dc73-4313-ae76-6622d4e0bb55,,2018-06-23T22:09:00+0200,animal,Capreolus capreolus,western roe deer,1,adult,female,,human,bb4153b3-278a-4aef-8eea-2e8ac0e07047,2018-09-26T08:29:59+0200,,
d222f614-5bc0-442f-8e28-13be9dba792a:seq,880c2407-09a4-448b-b246-b3a04a322277,d222f614-5bc0-442f-8e28-13be9dba792a,,2018-06-23T22:27:04+0200,empty,,,,,,,human,,,,
dfa3b27e-00a7-445e-8c99-7ffc4d4bfc9b:seq,880c2407-09a4-448b-b246-b3a04a322277,dfa3b27e-00a7-445e-8c99-7ffc4d4bfc9b,,2018-06-24T00:00:00+0200,time lapse,,,,,,,human,,,,
85ac5b79-6aa2-470b-bb0c-73dad763f48f:seq,880c2407-09a4-448b-b246-b3a04a322277,85ac5b79-6aa2-470b-bb0c-73dad763f48f,,2018-06-24T12:00:00+0200,time lapse,,,,,,,human,,,,
e2ab19e6-52e4-49f1-9e2d-9b95c10eab6d,880c2407-09a4-448b-b246-b3a04a322277,a6a614f3-b94c-4035-ba73-9eb8312b717b,,2018-06-24T19:28:44+0200,animal,Capreolus capreolus,western roe deer,1,adult,male,,human,bb4153b3-278a-4aef-8eea-2e8ac0e07047,2018-09-26T08:31:12+0200,,
5c7dd0a8-aaf8-4ae6-b762-7bd877d350f6:seq,880c2407-09a4-448b-b246-b3a04a322277,5c7dd0a8-aaf8-4ae6-b762-7bd877d350f6,,2018-06-25T00:00:00+0200,time lapse,,,,,,,human,,,,
d3df21b7-c0b8-4424-aa70-ebfb8d78017b:seq,880c2407-09a4-448b-b246-b3a04a322277,d3df21b7-c0b8-4424-aa70-ebfb8d78017b,,2018-06-25T12:00:00+0200,time lapse,,,,,,,human,,,,
a08b5612-bde4-4e05-86d7-64e1eeb30fdf:seq,880c2407-09a4-448b-b246-b3a04a322277,a08b5612-bde4-4e05-86d7-64e1eeb30fdf,,2018-06-26T00:00:00+0200,time lapse,,,,,,,human,,,,
148b8437-5ffa-4f0e-ac50-458266f7d6c9:seq,880c2407-09a4-448b-b246-b3a04a322277,148b8437-5ffa-4f0e-ac50-458266f7d6c9,,2018-06-26T12:00:00+0200,time lapse,,,,,,,human,,,,
45193213-9b45-4bbc-890a-2bad2f20a927:seq,880c2407-09a4-448b-b246-b3a04a322277,45193213-9b45-4bbc-890a-2bad2f20a927,,2018-06-27T00:00:00+0200,time lapse,,,,,,,human,,,,
e0ad6dce-4d98-4b4c-8a2a-f066ba3a6f5e,880c2407-09a4-448b-b246-b3a04a322277,fafb1a9a-5bc2-43c4-9816-0c7743256c4c,,2018-06-27T01:05:26+0200,animal,Capreolus capreolus,western roe deer,1,adult,male,,human,bb4153b3-278a-4aef-8eea-2e8ac0e07047,2018-09-26T08:31:41+0200,,
0e7f71cb-44a2-424c-b0f7-ae05d1dbb9d4:seq,880c2407-09a4-448b-b246-b3a04a322277,0e7f71cb-44a2-424c-b0f7-ae05d1dbb9d4,,2018-06-27T12:00:00+0200,time lapse,,,,,,,human,,,,
0cb55f92-9538-46ec-802d-d99c2fbfdb29:seq,880c2407-09a4-448b-b246-b3a04a322277,0cb55f92-9538-46ec-802d-d99c2fbfdb29,,2018-06-28T00:00:00+0200,time lapse,,,,,,,human,,,,
37ac004a-e7ea-4919-b0e5-65c5c37149d8,880c2407-09a4-448b-b246-b3a04a322277,d6d96722-fda5-4212-b278-ee085cd7e234,,2018-06-28T02:33:51+0200,animal,Capreolus capreolus,western roe deer,1,adult,male,,human,bb4153b3-278a-4aef-8eea-2e8ac0e07047,2018-09-26T08:32:10+0200,,
95bc9421-b5e5-4b4a-8a67-e3e88028bc22:seq,880c2407-09a4-448b-b246-b3a04a322277,95bc9421-b5e5-4b4a-8a67-e3e88028bc22,,2018-06-28T12:00:00+0200,time lapse,,,,,,,human,,,,
7750c447-3028-4400-b50a-0609e5de9025:seq,880c2407-09a4-448b-b246-b3a04a322277,7750c447-3028-4400-b50a-0609e5de9025,,2018-06-29T00:00:00+0200,time lapse,,,,,,,human,,,,
4b28dac9-1a65-4de0-821f-f31d0c43f3f1:seq,880c2407-09a4-448b-b246-b3a04a322277,4b28dac9-1a65-4de0-821f-f31d0c43f3f1,,2018-06-29T12:00:00+0200,time lapse,,,,,,,human,,,,
35ce22b7-2677-4e0a-969f-ebf1e2e1eb29:seq,880c2407-09a4-448b-b246-b3a04a322277,35ce22b7-2677-4e0a-969f-ebf1e2e1eb29,,2018-06-30T00:00:00+0200,time lapse,,,,,,,human,,,,
ad40a458-c200-4d7e-bb68-295b7e051208:seq,880c2407-09a4-448b-b246-b3a04a322277,ad40a458-c200-4d7e-bb68-295b7e051208,,2018-06-30T12:00:00+0200,time lapse,,,,,,,human,,,,
50686749-466c-427f-8c8b-5726a09bd3db:seq,880c2407-09a4-448b-b246-b3a04a322277,50686749-466c-427f-8c8b-5726a09bd3db,,2018-07-01T00:00:00+0200,time lapse,,,,,,,human,,,,
04db01cc-e235-49c4-8bf1-a9dffa92c795:seq,880c2407-09a4-448b-b246-b3a04a322277,04db01cc-e235-49c4-8bf1-a9dffa92c795,,2018-07-01T12:00:00+0200,time lapse,,,,,,,human,,,,
c145e999-b586-420a-a200-731fd311f4ac:seq,880c2407-09a4-448b-b246-b3a04a322277,c145e999-b586-420a-a200-731fd311f4ac,,2018-07-02T00:00:00+0200,time lapse,,,,,,,human,,,,
d38930e9-2193-492f-a011-334435f4ca42:seq,880c2407-09a4-448b-b246-b3a04a322277,d38930e9-2193-492f-a011-334435f4ca42,,2018-07-02T12:00:00+0200,time lapse,,,,,,,human,,,,
5147db46-5f5d-44d2-a01c-a94fe8245b7c:seq,880c2407-09a4-448b-b246-b3a04a322277,5147db46-5f5d-44d2-a01c-a94fe8245b7c,,2018-07-03T00:00:00+0200,time lapse,,,,,,,human,,,,
4c557914-e1d6-4165-bc5b-2f69f10af61d:seq,880c2407-09a4-448b-b246-b3a04a322277,4c557914-e1d6-4165-bc5b-2f69f10af61d,,2018-07-03T12:00:00+0200,time lapse,,,,,,,human,,,,
2f51005d-8fbd-4481-a8a7-75407c0ca87e:seq,880c2407-09a4-448b-b246-b3a04a322277,2f51005d-8fbd-4481-a8a7-75407c0ca87e,,2018-07-04T00:00:00+0200,time lapse,,,,,,,human,,,,
a1ab151e-65df-43b7-a9a9-b4c3b730c757,880c2407-09a4-448b-b246-b3a04a322277,50fe2562-44a7-4bba-b435-3d0dddb1d7e4,,2018-07-04T08:14:48+0200,animal,Capreolus capreolus,western roe deer,1,adult,female,,human,bb4153b3-278a-4aef-8eea-2e8ac0e07047,2018-09-26T08:32:49+0200,,
6cb24eb0-f752-4ba5-a1cc-0b0d007d4026,880c2407-09a4-448b-b246-b3a04a322277,50fe2562-44a7-4bba-b435-3d0dddb1d7e4,,2018-07-04T08:14:48+0200,animal,Capreolus capreolus,western roe deer,2,juvenile,undefined,,human,bb4153b3-278a-4aef-8eea-2e8ac0e07047,2018-09-26T08:32:58+0200,,
eb55c12e-8ce9-468f-90b6-d2580c0d34df,880c2407-09a4-448b-b246-b3a04a322277,539ae219-c3d3-43ca-b816-97039781f606,,2018-07-04T08:23:15+0200,animal,Capreolus capreolus,western roe deer,1,juvenile,undefined,,human,bb4153b3-278a-4aef-8eea-2e8ac0e07047,2018-09-26T08:33:41+0200,,
d52f039e-46e2-4523-a956-9310923c33b4:seq,880c2407-09a4-448b-b246-b3a04a322277,d52f039e-46e2-4523-a956-9310923c33b4,,2018-07-04T12:00:00+0200,time lapse,,,,,,,human,,,,
26fc373d-2ea7-485b-945f-108fa348100d:seq,880c2407-09a4-448b-b246-b3a04a322277,26fc373d-2ea7-485b-945f-108fa348100d,,2018-07-05T00:00:00+0200,time lapse,,,,,,,human,,,,
5ade44e4-7600-418f-bda9-8b3774da1bfd:seq,880c2407-09a4-448b-b246-b3a04a322277,5ade44e4-7600-418f-bda9-8b3774da1bfd,,2018-07-05T10:16:47+0200,setup/pickup,,,,,,,human,,,,
228cd1ac-6d17-4e69-9742-1c5079b97c6e:seq,89b1d091-e7ba-4254-9924-ee46bbd2a2b5,228cd1ac-6d17-4e69-9742-1c5079b97c6e,,2018-06-07T10:35:11+0200,setup/pickup,,,,,,,human,,,,
d314a082-da11-4bf3-96c2-1abbcfe76610:seq,89b1d091-e7ba-4254-9924-ee46bbd2a2b5,d314a082-da11-4bf3-96c2-1abbcfe76610,,2018-06-07T12:00:00+0200,time lapse,,,,,,,human,,,,
5b5e0568-88db-44fb-953b-b2f67d89ca92:seq,89b1d091-e7ba-4254-9924-ee46bbd2a2b5,5b5e0568-88db-44fb-953b-b2f67d89ca92,,2018-06-08T00:00:00+0200,time lapse,,,,,,,human,,,,
a1deb931-78b5-41b0-b26c-8db475b08617:seq,89b1d091-e7ba-4254-9924-ee46bbd2a2b5,a1deb931-78b5-41b0-b26c-8db475b08617,,2018-06-08T12:00:00+0200,time lapse,,,,,,,human,,,,
5f7687ec-74d5-4231-8ca3-7ca5696667d9:seq,89b1d091-e7ba-4254-9924-ee46bbd2a2b5,5f7687ec-74d5-4231-8ca3-7ca5696667d9,,2018-06-09T00:00:00+0200,time lapse,,,,,,,human,,,,
a11b6204-6ec5-4110-a058-e994a78aaf5e:seq,89b1d091-e7ba-4254-9924-ee46bbd2a2b5,a11b6204-6ec5-4110-a058-e994a78aaf5e,,2018-06-09T12:00:00+0200,time lapse,,,,,,,human,,,,
