occurrenceID,type,datasetName,basisOfRecord,dataGeneralizations,occurrenceStatus,organismID,organismName,eventID,samplingProtocol,eventDate,minimumDistanceAboveSurfaceInMeters,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,scientificName,kingdom
12593535100,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 25 records",present,L901266,Hilbran,849-L901266,gps,2013-08-19T00:29:38Z,-86.0,51.3484424,3.1892558,WGS84,40.1,"Larus fuscus",Animalia
12593535101,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 22 records",present,L901266,Hilbran,849-L901266,gps,2013-08-19T01:00:08Z,1.0,51.3481887,3.189738,WGS84,3.9,"Larus fuscus",Animalia
12593535103,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 24 records",present,L901266,Hilbran,849-L901266,gps,2013-08-19T02:00:24Z,12.0,51.3481163,3.1898041,WGS84,10.8,"Larus fuscus",Animalia
12593535105,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 76 records",present,L901266,Hilbran,849-L901266,gps,2013-08-19T03:00:06Z,-5.0,51.3481828,3.1895408,WGS84,8.9,"Larus fuscus",Animalia
12593535109,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 75 records",present,L901266,Hilbran,849-L901266,gps,2013-08-19T04:01:56Z,3.0,51.3478576,3.1897037,WGS84,7.7,"Larus fuscus",Animalia
12593535113,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 74 records",present,L901266,Hilbran,849-L901266,gps,2013-08-19T05:03:27Z,11.0,51.3083757,3.2963419,WGS84,8.7,"Larus fuscus",Animalia
12593535117,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 74 records",present,L901266,Hilbran,849-L901266,gps,2013-08-19T06:04:05Z,0.0,51.2897773,3.2949394,WGS84,6.1,"Larus fuscus",Animalia
12593535121,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 76 records",present,L901266,Hilbran,849-L901266,gps,2013-08-19T07:03:50Z,-215.0,51.2893638,3.2860156,WGS84,38.4,"Larus fuscus",Animalia
12593535125,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 76 records",present,L901266,Hilbran,849-L901266,gps,2013-08-19T08:03:33Z,161.0,51.2875559,3.286343,WGS84,19.2,"Larus fuscus",Animalia
12593535129,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 76 records",present,L901266,Hilbran,849-L901266,gps,2013-08-19T09:03:38Z,0.0,51.2869496,3.2878794,WGS84,5.5,"Larus fuscus",Animalia
12593535133,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 76 records",present,L901266,Hilbran,849-L901266,gps,2013-08-19T10:03:20Z,-89.0,51.306434,3.2902704,WGS84,45.5,"Larus fuscus",Animalia
12593535137,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 74 records",present,L901266,Hilbran,849-L901266,gps,2013-08-19T11:03:03Z,122.0,51.2396859,3.3117405,WGS84,29.3,"Larus fuscus",Animalia
12593535141,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 74 records",present,L901266,Hilbran,849-L901266,gps,2013-08-19T12:03:53Z,577.0,50.9969084,3.3850779,WGS84,17.7,"Larus fuscus",Animalia
12593535145,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 74 records",present,L901266,Hilbran,849-L901266,gps,2013-08-19T13:03:34Z,32.0,50.7766931,3.2650408,WGS84,22.8,"Larus fuscus",Animalia
12593535149,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 74 records",present,L901266,Hilbran,849-L901266,gps,2013-08-19T14:03:49Z,13.0,50.730974,3.2861263,WGS84,58.5,"Larus fuscus",Animalia
12593535153,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 71 records",present,L901266,Hilbran,849-L901266,gps,2013-08-19T15:04:24Z,47.0,50.7358272,3.2425593,WGS84,51.4,"Larus fuscus",Animalia
12593535157,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 72 records",present,L901266,Hilbran,849-L901266,gps,2013-08-19T16:04:06Z,300.0,50.7497213,3.2509167,WGS84,64.7,"Larus fuscus",Animalia
12593535161,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 72 records",present,L901266,Hilbran,849-L901266,gps,2013-08-19T17:03:49Z,324.0,50.8287339,3.3039401,WGS84,24.9,"Larus fuscus",Animalia
12593535165,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 77 records",present,L901266,Hilbran,849-L901266,gps,2013-08-19T18:04:38Z,17.0,50.8368164,3.3074677,WGS84,5.2,"Larus fuscus",Animalia
12593535169,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 75 records",present,L901266,Hilbran,849-L901266,gps,2013-08-19T19:04:21Z,17.0,50.8368286,3.3073368,WGS84,9.1,"Larus fuscus",Animalia
12593535173,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 76 records",present,L901266,Hilbran,849-L901266,gps,2013-08-19T20:04:36Z,23.0,50.855139,3.2630753,WGS84,8.7,"Larus fuscus",Animalia
12593535177,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 24 records",present,L901266,Hilbran,849-L901266,gps,2013-08-19T21:19:22Z,329.0,50.85425,3.2580077,WGS84,86.9,"Larus fuscus",Animalia
12593535179,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 24 records",present,L901266,Hilbran,849-L901266,gps,2013-08-19T22:19:32Z,26.0,50.8552244,3.2631014,WGS84,5.8,"Larus fuscus",Animalia
12593535181,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 24 records",present,L901266,Hilbran,849-L901266,gps,2013-08-19T23:19:19Z,24.0,50.8552648,3.2631677,WGS84,14.8,"Larus fuscus",Animalia
12593535183,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 23 records",present,L901266,Hilbran,849-L901266,gps,2013-08-20T00:19:15Z,64.0,50.8549706,3.2633597,WGS84,31.2,"Larus fuscus",Animalia
12593535185,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 24 records",present,L901266,Hilbran,849-L901266,gps,2013-08-20T01:20:06Z,21.0,50.8553254,3.2630793,WGS84,7.1,"Larus fuscus",Animalia
12593535187,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 24 records",present,L901266,Hilbran,849-L901266,gps,2013-08-20T02:20:38Z,25.0,50.8553278,3.2630785,WGS84,6.1,"Larus fuscus",Animalia
12593535189,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 74 records",present,L901266,Hilbran,849-L901266,gps,2013-08-20T03:05:41Z,58.0,50.8551867,3.2634386,WGS84,28.1,"Larus fuscus",Animalia
12593535193,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 75 records",present,L901266,Hilbran,849-L901266,gps,2013-08-20T04:05:40Z,22.0,50.8553407,3.2630449,WGS84,9.3,"Larus fuscus",Animalia
12593535197,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 78 records",present,L901266,Hilbran,849-L901266,gps,2013-08-20T05:05:59Z,34.0,50.8555961,3.2725955,WGS84,25.2,"Larus fuscus",Animalia
12593535201,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 76 records",present,L901266,Hilbran,849-L901266,gps,2013-08-20T06:06:33Z,29.0,50.8193549,3.2875255,WGS84,4.9,"Larus fuscus",Animalia
12593535205,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 77 records",present,L901266,Hilbran,849-L901266,gps,2013-08-20T07:06:12Z,178.0,50.7768742,3.2646004,WGS84,39.0,"Larus fuscus",Animalia
12593535209,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 78 records",present,L901266,Hilbran,849-L901266,gps,2013-08-20T08:05:57Z,243.0,50.7500853,3.2518794,WGS84,14.0,"Larus fuscus",Animalia
12593535213,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 74 records",present,L901266,Hilbran,849-L901266,gps,2013-08-20T09:05:40Z,99.0,50.7565662,3.3133656,WGS84,23.5,"Larus fuscus",Animalia
12593535217,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 75 records",present,L901266,Hilbran,849-L901266,gps,2013-08-20T10:07:03Z,12.0,50.7715836,3.4100297,WGS84,6.3,"Larus fuscus",Animalia
12593535221,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 75 records",present,L901266,Hilbran,849-L901266,gps,2013-08-20T11:06:45Z,34.0,50.771966,3.4073099,WGS84,16.8,"Larus fuscus",Animalia
12593535225,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 75 records",present,L901266,Hilbran,849-L901266,gps,2013-08-20T12:06:28Z,-8.0,50.7574484,3.3334207,WGS84,14.1,"Larus fuscus",Animalia
12593535229,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 72 records",present,L901266,Hilbran,849-L901266,gps,2013-08-20T13:06:35Z,257.0,50.7542647,3.3604435,WGS84,42.0,"Larus fuscus",Animalia
12593535233,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 75 records",present,L901266,Hilbran,849-L901266,gps,2013-08-20T14:06:15Z,36.0,50.7473098,3.2520807,WGS84,,"Larus fuscus",Animalia
12593535237,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 73 records",present,L901266,Hilbran,849-L901266,gps,2013-08-20T15:06:27Z,-160.0,50.7494284,3.2521851,WGS84,23.7,"Larus fuscus",Animalia
12593535241,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 74 records",present,L901266,Hilbran,849-L901266,gps,2013-08-20T16:06:12Z,117.0,50.7484287,3.2526528,WGS84,43.4,"Larus fuscus",Animalia
12593535245,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 75 records",present,L901266,Hilbran,849-L901266,gps,2013-08-20T17:05:55Z,90.0,50.8509944,3.2605703,WGS84,10.9,"Larus fuscus",Animalia
12593535249,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 76 records",present,L901266,Hilbran,849-L901266,gps,2013-08-20T18:06:29Z,18.0,50.850679,3.2597802,WGS84,18.2,"Larus fuscus",Animalia
12593535253,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 74 records",present,L901266,Hilbran,849-L901266,gps,2013-08-20T19:06:11Z,18.0,50.8506394,3.2595948,WGS84,11.9,"Larus fuscus",Animalia
12593535257,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 74 records",present,L901266,Hilbran,849-L901266,gps,2013-08-20T20:06:38Z,29.0,50.8543247,3.26255,WGS84,5.3,"Larus fuscus",Animalia
12593535261,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 25 records",present,L901266,Hilbran,849-L901266,gps,2013-08-20T21:21:24Z,301.0,50.8549177,3.2603388,WGS84,12.5,"Larus fuscus",Animalia
12593535263,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 23 records",present,L901266,Hilbran,849-L901266,gps,2013-08-20T22:21:26Z,215.0,50.8550238,3.2616874,WGS84,10.3,"Larus fuscus",Animalia
12593535265,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 23 records",present,L901266,Hilbran,849-L901266,gps,2013-08-20T23:21:24Z,24.0,50.8547969,3.2622053,WGS84,12.0,"Larus fuscus",Animalia
12593535267,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 24 records",present,L901266,Hilbran,849-L901266,gps,2013-08-21T00:21:24Z,6.0,50.8548463,3.2622565,WGS84,8.0,"Larus fuscus",Animalia
12593535269,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 24 records",present,L901266,Hilbran,849-L901266,gps,2013-08-21T01:21:09Z,2.0,50.8549336,3.2623543,WGS84,28.6,"Larus fuscus",Animalia
12593535271,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 24 records",present,L901266,Hilbran,849-L901266,gps,2013-08-21T02:23:13Z,19.0,50.8549027,3.2622344,WGS84,31.8,"Larus fuscus",Animalia
12593535273,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 74 records",present,L901266,Hilbran,849-L901266,gps,2013-08-21T03:08:34Z,65.0,50.8545011,3.2621846,WGS84,30.5,"Larus fuscus",Animalia
12593535277,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 76 records",present,L901266,Hilbran,849-L901266,gps,2013-08-21T04:09:39Z,32.0,50.8547154,3.2623795,WGS84,6.8,"Larus fuscus",Animalia
12593535281,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 75 records",present,L901266,Hilbran,849-L901266,gps,2013-08-21T05:09:55Z,18.0,50.854807,3.3183036,WGS84,9.9,"Larus fuscus",Animalia
12593535285,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 76 records",present,L901266,Hilbran,849-L901266,gps,2013-08-21T06:11:08Z,15.0,50.855064,3.3180388,WGS84,4.2,"Larus fuscus",Animalia
12593535289,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 76 records",present,L901266,Hilbran,849-L901266,gps,2013-08-21T07:11:41Z,20.0,50.8548918,3.3187456,WGS84,11.4,"Larus fuscus",Animalia
12593535293,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 76 records",present,L901266,Hilbran,849-L901266,gps,2013-08-21T08:12:08Z,17.0,50.8546292,3.318522,WGS84,15.7,"Larus fuscus",Animalia
12593535297,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 77 records",present,L901266,Hilbran,849-L901266,gps,2013-08-21T09:12:08Z,20.0,50.8375842,3.2994847,WGS84,7.9,"Larus fuscus",Animalia
12593535301,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 76 records",present,L901266,Hilbran,849-L901266,gps,2013-08-21T10:12:35Z,230.0,50.7557549,3.2540078,WGS84,7.5,"Larus fuscus",Animalia
12593535305,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 76 records",present,L901266,Hilbran,849-L901266,gps,2013-08-21T11:12:20Z,-48.0,50.7828929,3.2363984,WGS84,16.0,"Larus fuscus",Animalia
12593535309,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 76 records",present,L901266,Hilbran,849-L901266,gps,2013-08-21T12:12:38Z,53.0,50.7808789,3.2368508,WGS84,8.7,"Larus fuscus",Animalia
12593535313,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 76 records",present,L901266,Hilbran,849-L901266,gps,2013-08-21T13:12:22Z,-21.0,50.7479731,3.2522455,WGS84,13.3,"Larus fuscus",Animalia
12593535317,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 74 records",present,L901266,Hilbran,849-L901266,gps,2013-08-21T14:13:08Z,34.0,50.7481359,3.2480198,WGS84,7.9,"Larus fuscus",Animalia
12593535321,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 77 records",present,L901266,Hilbran,849-L901266,gps,2013-08-21T15:12:51Z,176.0,50.7487676,3.2528108,WGS84,34.7,"Larus fuscus",Animalia
12593535325,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 76 records",present,L901266,Hilbran,849-L901266,gps,2013-08-21T16:12:36Z,-50.0,50.7486696,3.2530615,WGS84,37.7,"Larus fuscus",Animalia
12593535329,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 75 records",present,L901266,Hilbran,849-L901266,gps,2013-08-21T17:12:19Z,-68.0,50.7478427,3.251963,WGS84,11.3,"Larus fuscus",Animalia
12593535333,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 76 records",present,L901266,Hilbran,849-L901266,gps,2013-08-21T18:13:08Z,22.0,50.8362436,3.3066065,WGS84,4.7,"Larus fuscus",Animalia
12593535337,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 75 records",present,L901266,Hilbran,849-L901266,gps,2013-08-21T19:12:51Z,-6.0,50.8367502,3.3063504,WGS84,13.0,"Larus fuscus",Animalia
12593535341,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 76 records",present,L901266,Hilbran,849-L901266,gps,2013-08-21T20:12:49Z,56.0,50.8531772,3.2631188,WGS84,87.5,"Larus fuscus",Animalia
12593535345,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 25 records",present,L901266,Hilbran,849-L901266,gps,2013-08-21T21:28:16Z,15.0,50.8538367,3.2624252,WGS84,52.1,"Larus fuscus",Animalia
12593535347,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 23 records",present,L901266,Hilbran,849-L901266,gps,2013-08-21T22:28:03Z,22.0,50.8539719,3.2625007,WGS84,22.3,"Larus fuscus",Animalia
12593535349,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 24 records",present,L901266,Hilbran,849-L901266,gps,2013-08-21T23:28:57Z,25.0,50.8545578,3.260988,WGS84,8.5,"Larus fuscus",Animalia
12593535351,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 23 records",present,L901266,Hilbran,849-L901266,gps,2013-08-22T00:28:36Z,19.0,50.854542,3.2610207,WGS84,8.9,"Larus fuscus",Animalia
12593535353,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 24 records",present,L901266,Hilbran,849-L901266,gps,2013-08-22T01:28:19Z,19.0,50.8545144,3.2610195,WGS84,24.6,"Larus fuscus",Animalia
12593535355,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 22 records",present,L901266,Hilbran,849-L901266,gps,2013-08-22T02:29:08Z,34.0,50.8545621,3.2608717,WGS84,22.1,"Larus fuscus",Animalia
12593535357,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 75 records",present,L901266,Hilbran,849-L901266,gps,2013-08-22T03:14:29Z,14.0,50.8544894,3.2610473,WGS84,18.1,"Larus fuscus",Animalia
12593535361,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 75 records",present,L901266,Hilbran,849-L901266,gps,2013-08-22T04:14:26Z,19.0,50.8546332,3.2598367,WGS84,5.2,"Larus fuscus",Animalia
12593535364,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 76 records",present,L901266,Hilbran,849-L901266,gps,2013-08-22T05:14:10Z,63.0,50.8555402,3.3167239,WGS84,8.4,"Larus fuscus",Animalia
12593535367,Event,"LBBG_ZEEBRUGGE - Lesser black-backed gulls (Larus fuscus, Laridae) breeding at the southern North Sea coast (Belgium and the Netherlands)",MachineObservation,"subsampled by hour: first of 78 records",present,L901266,Hilbran,849-L901266,gps,2013-08-22T06:01:15Z,98.0,50.7262699,3.2207609,WGS84,14.0,"Larus fuscus",Animalia
