occurrenceID,type,basisOfRecord,occurrenceRemarks,individualCount,sex,lifeStage,behavior,occurrenceStatus,organismID,organismRemarks,eventID,samplingProtocol,eventDate,eventRemarks,locationID,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,identifiedBy,dateIdentified,identificationRemarks,identificationVerificationStatus,scientificName,kingdom,vernacularName
3a22b47b-bda6-456a-8632-c0328d7e5f30,Event,MachineObservation,,1,undefined,adult,,present,,,f9a655f1-d402-4bf4-a180-d38877f7e238,"camera trap (motion detection) without bait",2018-06-28T02:54:46Z,"tags: Meerdaal West",552b4792-3547-42ca-85d6-4fa5f0092fa8,2018_3_998,,50.80767,4.69119,WGS84,"Niko Boone",2018-10-10T14:45:25Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
3b50a5ad-4ead-4ea6-b670-f4b266428464,Event,MachineObservation,,1,,,,present,,,dde4a152-fc90-4f17-836e-9b0c85789340,"camera trap (motion detection) without bait",2018-07-11T03:54:53Z,"tags: Meerdaal Oost",76c42412-9da7-41f2-9634-dd4ba1f1c327,2019_5_956,,50.805,4.72667,WGS84,"Joris Vernaillen",2019-08-30T13:13:52Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
3bd3b6f0-2aa4-4a90-aee8-5c4c3f8681ca,Event,MachineObservation,,1,undefined,juvenile,,present,,,e6f6eea4-861a-45a3-8693-e7c12a06bb37,"camera trap (motion detection) without bait",2018-06-09T02:14:43Z,"tags: Meerdaal West",5b251e28-b2e0-4e1e-a07d-620f432dbe7b,2018_3_807,,50.79852,4.70523,WGS84,"Kathleen Vanhuyse",2018-08-18T19:13:20Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
3d2939f6-d44e-44f1-aa90-c269cd64c34e,Event,MachineObservation,,1,female,adult,,present,,,7e0fa581-9aa6-4a53-bdb3-57095c739329,"camera trap (motion detection) without bait",2018-06-21T18:05:00Z,"tags: Meerdaal Oost",54f1c369-fbb4-48cb-a290-3621d9b8a3e6,2018_3_956,,50.805,4.72667,WGS84,"Niko Boone",2018-10-26T07:21:58Z,"classification method: human",,"Capreolus capreolus",Animalia,"western roe deer"
3e804d71-e879-48d3-88de-796bb64604c0,Event,MachineObservation,,1,male,adult,,present,,,7e0fa581-9aa6-4a53-bdb3-57095c739329,"camera trap (motion detection) without bait",2018-07-03T22:02:02Z,"tags: Meerdaal Oost",54f1c369-fbb4-48cb-a290-3621d9b8a3e6,2018_3_956,,50.805,4.72667,WGS84,"Niko Boone",2018-10-26T07:33:25Z,"classification method: human",,"Capreolus capreolus",Animalia,"western roe deer"
3fa67263-0696-4e27-8378-39ed3be42c4e,Event,MachineObservation,,1,undefined,undefined,,present,,,e6f6eea4-861a-45a3-8693-e7c12a06bb37,"camera trap (motion detection) without bait",2018-06-14T04:05:31Z,"tags: Meerdaal West",5b251e28-b2e0-4e1e-a07d-620f432dbe7b,2018_3_807,,50.79852,4.70523,WGS84,"Palma Iacobelli",2018-11-15T09:52:21Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
3fb1dd79-9aaa-41a3-8cca-b167f69e9f9c,Event,MachineObservation,,3,undefined,juvenile,,present,,,e6f6eea4-861a-45a3-8693-e7c12a06bb37,"camera trap (motion detection) without bait",2018-06-12T22:52:42Z,"tags: Meerdaal West",5b251e28-b2e0-4e1e-a07d-620f432dbe7b,2018_3_807,,50.79852,4.70523,WGS84,"Kathleen Vanhuyse",2018-08-18T19:17:39Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
4080b826-17f9-4b3e-8c21-bb7f54e4d8be,Event,MachineObservation,,1,female,adult,,present,,,880c2407-09a4-448b-b246-b3a04a322277,"camera trap (motion detection) without bait",2018-06-22T01:54:52Z,"tags: Heverleebos",f289e9b9-271e-4aa1-ab29-a16f8aa3ba87,2018_3_1563,,50.83431,4.69089,WGS84,"Niko Boone",2018-09-26T08:25:59Z,"classification method: human",,"Capreolus capreolus",Animalia,"western roe deer"
41835881-2ce0-4fd9-99a7-0765296cd18d,Event,MachineObservation,,1,,juvenile,,present,,,dde4a152-fc90-4f17-836e-9b0c85789340,"camera trap (motion detection) without bait",2018-07-14T05:41:39Z,"tags: Meerdaal Oost",76c42412-9da7-41f2-9634-dd4ba1f1c327,2019_5_956,,50.805,4.72667,WGS84,"Joris Vernaillen",2019-08-30T13:23:17Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
42065c10-b112-435e-8993-9b75d8f707e8,Event,MachineObservation,,1,undefined,undefined,,present,,,89b1d091-e7ba-4254-9924-ee46bbd2a2b5,"camera trap (motion detection) without bait",2018-07-02T09:35:08Z,"tags: Meerdaal West",faea3ab8-58f7-4741-9acc-0291c2f69e5f,2018_3_1258,,50.81912,4.6634,WGS84,"Kathleen Vanhuyse",2018-08-18T19:27:19Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
42244feb-c62f-459e-996e-d1788460e352,Event,MachineObservation,,1,undefined,undefined,,present,,,7e0fa581-9aa6-4a53-bdb3-57095c739329,"camera trap (motion detection) without bait",2018-06-10T07:11:48Z,"tags: Meerdaal Oost",54f1c369-fbb4-48cb-a290-3621d9b8a3e6,2018_3_956,,50.805,4.72667,WGS84,"Palma Iacobelli",2018-10-26T07:05:03Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
4333c97e-dded-4deb-a2f5-bc1aa114d816,Event,MachineObservation,,1,female,adult,,present,,,68967df1-2a14-4180-83c7-bded3faf17d0,"camera trap (motion detection) without bait",2018-06-12T00:25:20Z,"tags: Meerdaal West",19e7d52d-3943-4350-be6b-542097796821,2018_3_760,,50.79651,4.69855,WGS84,"Palma Iacobelli",2018-08-18T19:07:46Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
4365f849-3bb9-490e-923a-65d96535448c,Event,MachineObservation,,1,female,undefined,,present,,,68967df1-2a14-4180-83c7-bded3faf17d0,"camera trap (motion detection) without bait",2018-06-21T01:41:53Z,"tags: Meerdaal West",19e7d52d-3943-4350-be6b-542097796821,2018_3_760,,50.79651,4.69855,WGS84,"Palma Iacobelli",2018-11-12T15:50:30Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
44caeaaf-c1c9-4d3d-8232-40a154acedb6,Event,MachineObservation,,3,female,juvenile,,present,,,68967df1-2a14-4180-83c7-bded3faf17d0,"camera trap (motion detection) without bait",2018-06-27T07:49:48Z,"tags: Meerdaal West",19e7d52d-3943-4350-be6b-542097796821,2018_3_760,,50.79651,4.69855,WGS84,"Palma Iacobelli",2018-11-12T16:02:18Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
45f6f7fa-3e54-4cd4-98a0-a59a309997db,Event,MachineObservation,,4,undefined,juvenile,,present,,,4a2fb56a-dcf1-4373-8090-e91cde99832f,"camera trap (motion detection) without bait",2018-06-20T02:04:32Z,"tags: Meerdaal Oost",7cd880d5-0b63-4ea3-8678-b1191cc32a6e,2018_3_1173,,50.81397,4.73384,WGS84,"Palma Iacobelli",2018-11-19T11:41:39Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
473f7d32-00a2-40df-8aac-e12685959057,Event,MachineObservation,,7,undefined,juvenile,,present,,,68967df1-2a14-4180-83c7-bded3faf17d0,"camera trap (motion detection) without bait",2018-06-06T02:23:36Z,"tags: Meerdaal West",19e7d52d-3943-4350-be6b-542097796821,2018_3_760,,50.79651,4.69855,WGS84,"Kathleen Vanhuyse",2018-08-18T19:05:23Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
4906e858-caa0-4ae3-b25a-b15ffd480576,Event,MachineObservation,,1,male,adult,,present,,,7e0fa581-9aa6-4a53-bdb3-57095c739329,"camera trap (motion detection) without bait",2018-06-29T21:31:48Z,"tags: Meerdaal Oost",54f1c369-fbb4-48cb-a290-3621d9b8a3e6,2018_3_956,,50.805,4.72667,WGS84,"Palma Iacobelli",2018-10-26T07:30:34Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
49d8cfc6-9c03-4408-aba4-c33927028cb6,Event,MachineObservation,,1,undefined,juvenile,,present,,,e6f6eea4-861a-45a3-8693-e7c12a06bb37,"camera trap (motion detection) without bait",2018-06-13T00:58:45Z,"tags: Meerdaal West",5b251e28-b2e0-4e1e-a07d-620f432dbe7b,2018_3_807,,50.79852,4.70523,WGS84,"Kathleen Vanhuyse",2018-08-18T19:23:06Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
4b76c205-ec86-46b5-a972-9523561571cc,Event,MachineObservation,,1,undefined,undefined,,present,,,749161ca-5993-4965-beb1-84ac9fc54b28,"camera trap (motion detection) without bait",2018-06-21T04:47:37Z,"tags: Meerdaal West",b4a5575f-a185-4bf6-a8c4-81a6554ee3c4,2018_3_1108,,50.8119,4.69797,WGS84,"Niko Boone",2018-10-10T14:50:48Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
4ebfdadb-8008-463b-90b2-2f44a51da211,Event,MachineObservation,,3,,,,present,,,dde4a152-fc90-4f17-836e-9b0c85789340,"camera trap (motion detection) without bait",2018-07-10T06:42:17Z,"tags: Meerdaal Oost",76c42412-9da7-41f2-9634-dd4ba1f1c327,2019_5_956,,50.805,4.72667,WGS84,"Joris Vernaillen",2019-08-30T13:13:13Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
4f180841-d653-4d59-afd1-793518335208,Event,MachineObservation,,3,undefined,juvenile,,present,,,e6f6eea4-861a-45a3-8693-e7c12a06bb37,"camera trap (motion detection) without bait",2018-06-12T23:30:12Z,"tags: Meerdaal West",5b251e28-b2e0-4e1e-a07d-620f432dbe7b,2018_3_807,,50.79852,4.70523,WGS84,"Kathleen Vanhuyse",2018-08-18T19:22:47Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
51189d31-f7e4-4a54-a5da-86ed86a36054,Event,MachineObservation,,1,undefined,adult,,present,,,880c2407-09a4-448b-b246-b3a04a322277,"camera trap (motion detection) without bait",2018-06-08T06:03:45Z,"tags: Heverleebos",f289e9b9-271e-4aa1-ab29-a16f8aa3ba87,2018_3_1563,,50.83431,4.69089,WGS84,"Niko Boone",2018-09-26T08:21:39Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
516e62aa-3acc-45f3-b9d1-b46e50ddd09d,Event,MachineObservation,,1,female,juvenile,,present,,,4a2fb56a-dcf1-4373-8090-e91cde99832f,"camera trap (motion detection) without bait",2018-06-12T06:48:19Z,"tags: Meerdaal Oost",7cd880d5-0b63-4ea3-8678-b1191cc32a6e,2018_3_1173,,50.81397,4.73384,WGS84,"Palma Iacobelli",2018-10-23T13:38:17Z,"classification method: human",,"Capreolus capreolus",Animalia,"western roe deer"
521e7125-17ab-4a33-9ada-56cfdd248640,Event,MachineObservation,,1,undefined,adult,,present,,,f9a655f1-d402-4bf4-a180-d38877f7e238,"camera trap (motion detection) without bait",2018-06-02T20:50:54Z,"tags: Meerdaal West",552b4792-3547-42ca-85d6-4fa5f0092fa8,2018_3_998,,50.80767,4.69119,WGS84,"Niko Boone",2018-10-10T14:34:59Z,"classification method: human",,"Lepus europaeus",Animalia,"European Hare"
538d9af8-3d93-401f-a6a1-b1aacbdb979d,Event,MachineObservation,,1,undefined,undefined,,present,,,7e0fa581-9aa6-4a53-bdb3-57095c739329,"camera trap (motion detection) without bait",2018-07-05T09:16:33Z,"tags: Meerdaal Oost",54f1c369-fbb4-48cb-a290-3621d9b8a3e6,2018_3_956,,50.805,4.72667,WGS84,"Palma Iacobelli",2018-10-26T07:38:42Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
56ce586f-b930-4999-ad60-0fbaa6d09e3f,Event,MachineObservation,,1,,,,present,,,dde4a152-fc90-4f17-836e-9b0c85789340,"camera trap (motion detection) without bait",2018-07-12T04:50:29Z,"tags: Meerdaal Oost",76c42412-9da7-41f2-9634-dd4ba1f1c327,2019_5_956,,50.805,4.72667,WGS84,"Joris Vernaillen",2019-08-30T13:20:10Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
56f37c98-9c05-40d4-990e-3f5e28eb95cc,Event,MachineObservation,,1,undefined,undefined,,present,,,4a2fb56a-dcf1-4373-8090-e91cde99832f,"camera trap (motion detection) without bait",2018-06-16T16:25:19Z,"tags: Meerdaal Oost",7cd880d5-0b63-4ea3-8678-b1191cc32a6e,2018_3_1173,,50.81397,4.73384,WGS84,"Palma Iacobelli",2018-11-19T11:39:12Z,"classification method: human",,"Capreolus capreolus",Animalia,"western roe deer"
571a0f7d-fa16-4231-b343-54b5d54c0992,Event,MachineObservation,,1,undefined,adult,,present,,,880c2407-09a4-448b-b246-b3a04a322277,"camera trap (motion detection) without bait",2018-06-19T11:02:45Z,"tags: Heverleebos",f289e9b9-271e-4aa1-ab29-a16f8aa3ba87,2018_3_1563,,50.83431,4.69089,WGS84,"Niko Boone",2018-09-26T08:25:34Z,"classification method: human",,"Capreolus capreolus",Animalia,"western roe deer"
5737e98c-e0f0-4b31-a1b8-3e82b79df1d8,Event,MachineObservation,,1,male,undefined,,present,,,f9a655f1-d402-4bf4-a180-d38877f7e238,"camera trap (motion detection) without bait",2018-06-18T17:49:03Z,"tags: Meerdaal West",552b4792-3547-42ca-85d6-4fa5f0092fa8,2018_3_998,,50.80767,4.69119,WGS84,"Niko Boone",2018-10-10T14:44:18Z,"classification method: human",,"Capreolus capreolus",Animalia,"western roe deer"
5754f819-fe8b-488b-a32e-5927b08e36b6,Event,MachineObservation,,1,female,adult,,present,,,68967df1-2a14-4180-83c7-bded3faf17d0,"camera trap (motion detection) without bait",2018-06-27T21:18:13Z,"tags: Meerdaal West",19e7d52d-3943-4350-be6b-542097796821,2018_3_760,,50.79651,4.69855,WGS84,"Palma Iacobelli",2018-11-12T16:04:07Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
5795e26e-6a61-4407-be8a-7f3ab03d749d,Event,MachineObservation,,1,,,,present,,,dde4a152-fc90-4f17-836e-9b0c85789340,"camera trap (motion detection) without bait",2018-07-03T07:31:55Z,"tags: Meerdaal Oost",76c42412-9da7-41f2-9634-dd4ba1f1c327,2019_5_956,,50.805,4.72667,WGS84,"Joris Vernaillen",2019-08-30T11:50:29Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
58d53621-5930-428b-af47-3e7ed6a2d7ea,Event,MachineObservation,,1,female,undefined,,present,,,e6f6eea4-861a-45a3-8693-e7c12a06bb37,"camera trap (motion detection) without bait",2018-06-26T23:57:01Z,"tags: Meerdaal West",5b251e28-b2e0-4e1e-a07d-620f432dbe7b,2018_3_807,,50.79852,4.70523,WGS84,"Palma Iacobelli",2018-11-15T10:12:43Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
5e5258f9-6205-4bdb-9c05-feb5a1a45bc0,Event,MachineObservation,,1,undefined,undefined,,present,,,23945adb-0c21-441e-9de9-85d99faf3a92,"camera trap (motion detection) with food bait",2018-06-24T02:41:17Z,"apples as bait | tags: Meerdaal West",102e24cc-f0be-4d76-a0a7-207df901f59c,2018_3_751,,50.79618,4.66667,WGS84,"Kathleen Vanhuyse",2018-08-18T19:02:41Z,"classification method: human",,"Erinaceus europaeus",Animalia,"western European hedgehog"
61086d28-1b24-49ef-98ff-fa823e86f9bf,Event,MachineObservation,,1,undefined,juvenile,,present,,,e6f6eea4-861a-45a3-8693-e7c12a06bb37,"camera trap (motion detection) without bait",2018-06-05T22:47:08Z,"tags: Meerdaal West",5b251e28-b2e0-4e1e-a07d-620f432dbe7b,2018_3_807,,50.79852,4.70523,WGS84,"Kathleen Vanhuyse",2018-08-18T19:11:42Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
6675265b-b1ef-4ad7-b4a0-24c03708e898,Event,MachineObservation,,1,undefined,juvenile,,present,,,e6f6eea4-861a-45a3-8693-e7c12a06bb37,"camera trap (motion detection) without bait",2018-06-03T23:17:30Z,"tags: Meerdaal West",5b251e28-b2e0-4e1e-a07d-620f432dbe7b,2018_3_807,,50.79852,4.70523,WGS84,"Kathleen Vanhuyse",2018-08-18T19:10:27Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
672366dc-fc23-4afc-baaa-8e6d084248cd,Event,MachineObservation,,1,male,undefined,,present,,,89b1d091-e7ba-4254-9924-ee46bbd2a2b5,"camera trap (motion detection) without bait",2018-06-10T23:05:31Z,"tags: Meerdaal West",faea3ab8-58f7-4741-9acc-0291c2f69e5f,2018_3_1258,,50.81912,4.6634,WGS84,"Kathleen Vanhuyse",2018-08-18T19:25:58Z,"classification method: human",,"Capreolus capreolus",Animalia,"western roe deer"
6821f67a-dfd5-4b0b-b589-fc72b3046041,Event,MachineObservation,,1,undefined,adult,,present,,,ac911ed5-093c-4726-93a2-ed7aba2ddae5,"camera trap (motion detection) without bait",2018-06-28T18:42:00Z,"tags: Heverleebos",075737ee-a0f2-4e2d-b67e-7db7ddbfeb84,2018_3_1600,,50.83689,4.69752,WGS84,"Niko Boone",2018-09-26T08:43:58Z,"classification method: human",,"Capreolus capreolus",Animalia,"western roe deer"
68498f65-5859-45b3-b926-50ec9b0295db,Event,MachineObservation,,1,undefined,juvenile,,present,,,e6f6eea4-861a-45a3-8693-e7c12a06bb37,"camera trap (motion detection) without bait",2018-06-05T02:16:49Z,"tags: Meerdaal West",5b251e28-b2e0-4e1e-a07d-620f432dbe7b,2018_3_807,,50.79852,4.70523,WGS84,"Kathleen Vanhuyse",2018-08-18T19:11:16Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
6971e172-c837-4831-a3b2-3ab3c1dec6dc,Event,MachineObservation,,1,undefined,adult,,present,,,f9a655f1-d402-4bf4-a180-d38877f7e238,"camera trap (motion detection) without bait",2018-06-11T21:08:49Z,"tags: Meerdaal West",552b4792-3547-42ca-85d6-4fa5f0092fa8,2018_3_998,,50.80767,4.69119,WGS84,"Niko Boone",2018-10-10T14:43:02Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
699e351d-d12d-45fc-b071-e15e93135cd2,Event,MachineObservation,,2,undefined,juvenile,,present,,,e6f6eea4-861a-45a3-8693-e7c12a06bb37,"camera trap (motion detection) without bait",2018-06-09T02:34:38Z,"tags: Meerdaal West",5b251e28-b2e0-4e1e-a07d-620f432dbe7b,2018_3_807,,50.79852,4.70523,WGS84,"Kathleen Vanhuyse",2018-08-18T19:13:43Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
69f2c99f-aea1-4c14-9368-d0f336e6eb60,Event,MachineObservation,,1,undefined,juvenile,,present,,,e6f6eea4-861a-45a3-8693-e7c12a06bb37,"camera trap (motion detection) without bait",2018-06-09T17:42:29Z,"tags: Meerdaal West",5b251e28-b2e0-4e1e-a07d-620f432dbe7b,2018_3_807,,50.79852,4.70523,WGS84,"Kathleen Vanhuyse",2018-08-18T19:15:38Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
6a8136c8-8c16-4c79-99c6-46712b9dd08b,Event,MachineObservation,,1,female,juvenile,,present,,,7e0fa581-9aa6-4a53-bdb3-57095c739329,"camera trap (motion detection) without bait",2018-07-03T04:05:23Z,"tags: Meerdaal Oost",54f1c369-fbb4-48cb-a290-3621d9b8a3e6,2018_3_956,,50.805,4.72667,WGS84,"Palma Iacobelli",2018-10-26T07:32:58Z,"classification method: human",,"Capreolus capreolus",Animalia,"western roe deer"
6ba7ef5e-489a-492f-93c2-53f294cae75f,Event,MachineObservation,,1,undefined,juvenile,,present,,,e6f6eea4-861a-45a3-8693-e7c12a06bb37,"camera trap (motion detection) without bait",2018-06-08T23:45:18Z,"tags: Meerdaal West",5b251e28-b2e0-4e1e-a07d-620f432dbe7b,2018_3_807,,50.79852,4.70523,WGS84,"Kathleen Vanhuyse",2018-08-18T19:12:56Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
6c429689-b5b6-4cf6-97b6-cba74915bf77,Event,MachineObservation,,1,male,adult,,present,,,4a2fb56a-dcf1-4373-8090-e91cde99832f,"camera trap (motion detection) without bait",2018-07-07T22:26:49Z,"tags: Meerdaal Oost",7cd880d5-0b63-4ea3-8678-b1191cc32a6e,2018_3_1173,,50.81397,4.73384,WGS84,"Palma Iacobelli",2018-11-19T11:58:37Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
6cae6dfd-2166-4243-a158-6d6251c3e5a9,Event,MachineObservation,,1,female,undefined,,present,,,23945adb-0c21-441e-9de9-85d99faf3a92,"camera trap (motion detection) with food bait",2018-06-13T02:50:00Z,"apples as bait | tags: Meerdaal West",102e24cc-f0be-4d76-a0a7-207df901f59c,2018_3_751,,50.79618,4.66667,WGS84,"Kathleen Vanhuyse",2018-08-18T18:59:08Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
6cb24eb0-f752-4ba5-a1cc-0b0d007d4026,Event,MachineObservation,,2,undefined,juvenile,,present,,,880c2407-09a4-448b-b246-b3a04a322277,"camera trap (motion detection) without bait",2018-07-04T08:14:48Z,"tags: Heverleebos",f289e9b9-271e-4aa1-ab29-a16f8aa3ba87,2018_3_1563,,50.83431,4.69089,WGS84,"Niko Boone",2018-09-26T08:32:58Z,"classification method: human",,"Capreolus capreolus",Animalia,"western roe deer"
734658ac-1cf5-401d-9cee-d64de0814544,Event,MachineObservation,,1,undefined,undefined,,present,,,68967df1-2a14-4180-83c7-bded3faf17d0,"camera trap (motion detection) without bait",2018-06-27T01:01:06Z,"tags: Meerdaal West",19e7d52d-3943-4350-be6b-542097796821,2018_3_760,,50.79651,4.69855,WGS84,"Palma Iacobelli",2018-11-12T15:53:41Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
7425a6ff-a0a0-4e93-a562-077fcd240c39,Event,MachineObservation,,1,,,,present,,,dde4a152-fc90-4f17-836e-9b0c85789340,"camera trap (motion detection) without bait",2018-07-05T09:40:26Z,"tags: Meerdaal Oost",76c42412-9da7-41f2-9634-dd4ba1f1c327,2019_5_956,,50.805,4.72667,WGS84,"Joris Vernaillen",2019-08-30T13:07:21Z,"classification method: human",,"Columba palumbus",Animalia,"Common Wood Pigeon"
76bb5a74-4778-48ac-a4ff-8c2fc73313f5,Event,MachineObservation,,1,female,undefined,,present,,,4a2fb56a-dcf1-4373-8090-e91cde99832f,"camera trap (motion detection) without bait",2018-07-05T14:10:12Z,"tags: Meerdaal Oost",7cd880d5-0b63-4ea3-8678-b1191cc32a6e,2018_3_1173,,50.81397,4.73384,WGS84,"Palma Iacobelli",2018-11-19T11:58:21Z,"classification method: human",,"Capreolus capreolus",Animalia,"western roe deer"
776b896a-f3a1-4673-be26-2ff11addf04b,Event,MachineObservation,,1,undefined,adult,,present,,,f9a655f1-d402-4bf4-a180-d38877f7e238,"camera trap (motion detection) without bait",2018-07-01T02:11:57Z,"tags: Meerdaal West",552b4792-3547-42ca-85d6-4fa5f0092fa8,2018_3_998,,50.80767,4.69119,WGS84,"Niko Boone",2018-10-10T14:46:27Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
78ae6479-0501-4b58-93c6-c3b971e0632a,Event,MachineObservation,,1,undefined,adult,,present,,,4a2fb56a-dcf1-4373-8090-e91cde99832f,"camera trap (motion detection) without bait",2018-06-20T02:04:32Z,"tags: Meerdaal Oost",7cd880d5-0b63-4ea3-8678-b1191cc32a6e,2018_3_1173,,50.81397,4.73384,WGS84,"Palma Iacobelli",2018-11-19T11:42:35Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
78d6b879-7d2a-4727-96ca-dc24bf073317,Event,MachineObservation,,1,undefined,undefined,,present,,,7e0fa581-9aa6-4a53-bdb3-57095c739329,"camera trap (motion detection) without bait",2018-06-29T05:41:48Z,"tags: Meerdaal Oost",54f1c369-fbb4-48cb-a290-3621d9b8a3e6,2018_3_956,,50.805,4.72667,WGS84,"Palma Iacobelli",2018-10-26T07:29:24Z,"classification method: human",,"Sciurus vulgaris",Animalia,"Eurasian Red Squirrel"
7b0d29d8-1239-4df6-94fe-2f43e4676e9b,Event,MachineObservation,,1,,,,present,,,dde4a152-fc90-4f17-836e-9b0c85789340,"camera trap (motion detection) without bait",2018-07-10T06:29:50Z,"tags: Meerdaal Oost",76c42412-9da7-41f2-9634-dd4ba1f1c327,2019_5_956,,50.805,4.72667,WGS84,"Joris Vernaillen",2019-08-30T13:08:29Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
7bc38c70-dc79-4524-825d-fb2a657ddbcc,Event,MachineObservation,,2,undefined,adult,,present,,,94f0d31f-a775-447e-ac74-715d6042e52e,"camera trap (motion detection) without bait",2018-06-10T06:09:05Z,"tags: Meerdaal West",82d0f36a-9783-49e5-b864-9994425d1dbb,2018_3_1046,,50.80958,4.67348,WGS84,"Palma Iacobelli",2018-11-29T15:04:15Z,"classification method: human",,"Equus caballus",Animalia,Horse
7e3b2002-4b7e-4cfc-a2a9-d4b17ecacb50,Event,MachineObservation,,1,undefined,undefined,,present,,,e6f6eea4-861a-45a3-8693-e7c12a06bb37,"camera trap (motion detection) without bait",2018-06-15T03:48:09Z,"tags: Meerdaal West",5b251e28-b2e0-4e1e-a07d-620f432dbe7b,2018_3_807,,50.79852,4.70523,WGS84,"Palma Iacobelli",2018-11-15T09:53:07Z,"classification method: human",,"Vulpes vulpes",Animalia,"Red Fox"
7e8cc6fc-20cb-43d6-a07f-e098fdca6955,Event,MachineObservation,,1,female,adult,,present,,,880c2407-09a4-448b-b246-b3a04a322277,"camera trap (motion detection) without bait",2018-06-22T03:28:26Z,"tags: Heverleebos",f289e9b9-271e-4aa1-ab29-a16f8aa3ba87,2018_3_1563,,50.83431,4.69089,WGS84,"Niko Boone",2018-09-26T08:26:22Z,"classification method: human",,"Capreolus capreolus",Animalia,"western roe deer"
7fd47eae-b93c-4628-9520-db8a536ad3cb,Event,MachineObservation,,1,female,undefined,,present,,,63e66e2c-db46-4091-a180-aa35a76f1d37,"camera trap (motion detection) without bait",2018-06-14T11:22:15Z,"tags: Meerdaal Oost",e6143a98-ecfd-49fd-ab08-ddf7a5be5ce7,2018_3_1280,,50.81844,4.74097,WGS84,"Palma Iacobelli",2018-10-25T14:22:53Z,"classification method: human",,"Capreolus capreolus",Animalia,"western roe deer"
81ac746c-8945-48db-8deb-996392a139d5,Event,MachineObservation,,1,undefined,juvenile,,present,,,7de2324a-9f15-42bb-a60f-152154da9262,"camera trap (motion detection) without bait",2018-06-24T16:05:17Z,"tags: Heverleebos",22edbc0b-7acc-4207-a681-c3149b63f87a,2018_3_1445,,50.82747,4.67711,WGS84,"Niko Boone",2018-09-26T08:45:23Z,"classification method: human",,"Capreolus capreolus",Animalia,"western roe deer"
81f7f6b3-ad9c-4289-953a-f76e8200ec51,Event,MachineObservation,,1,undefined,undefined,,present,,,4a2fb56a-dcf1-4373-8090-e91cde99832f,"camera trap (motion detection) without bait",2018-06-15T21:59:30Z,"tags: Meerdaal Oost",7cd880d5-0b63-4ea3-8678-b1191cc32a6e,2018_3_1173,,50.81397,4.73384,WGS84,"Jim Casaer",2018-10-23T13:41:00Z,"classification method: human",,"Capreolus capreolus",Animalia,"western roe deer"
83c0c595-c870-4bd5-a13d-45178b73525b,Event,MachineObservation,,1,undefined,undefined,,present,,,68967df1-2a14-4180-83c7-bded3faf17d0,"camera trap (motion detection) without bait",2018-06-17T00:46:36Z,"tags: Meerdaal West",19e7d52d-3943-4350-be6b-542097796821,2018_3_760,,50.79651,4.69855,WGS84,"Palma Iacobelli",2018-11-12T15:49:24Z,"classification method: human",,"Sus scrofa",Animalia,"wild boar"
