"occurrenceID","datasetID","type","modified","basisOfRecord","eventID","year","month","day","eventTime","eventDate","decimalLatitude","decimalLongitude","fieldNotes","scientificName","scientificNameID","vernacularName","lifeStage","sex"
"DDU2005_emp_a_f_07:deployment:00241","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,9,"8:51:35","2005-11-09T8:51:35",-66.357,141.279,"location_quality= Z","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00242","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,9,"9:06:59","2005-11-09T9:06:59",-66.361,141.275,"location_quality= Z","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00243","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,9,"9:26:47","2005-11-09T9:26:47",-66.361,141.284,"location_quality= B","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00244","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,9,"10:12:59","2005-11-09T10:12:59",-66.36,141.292,"location_quality= B","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00245","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,9,"10:32:47","2005-11-09T10:32:47",-66.367,141.274,"location_quality= 2","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00246","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,9,"10:43:03","2005-11-09T10:43:03",-66.359,141.291,"location_quality= A","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00247","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,9,"10:46:43","2005-11-09T10:46:43",-66.36,141.298,"location_quality= Z","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00248","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,9,"11:51:59","2005-11-09T11:51:59",-66.364,141.296,"location_quality= A","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00249","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,9,"12:13:59","2005-11-09T12:13:59",-66.35,141.294,"location_quality= A","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00250","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,9,"12:26:27","2005-11-09T12:26:27",-66.362,141.289,"location_quality= B","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00251","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,9,"12:27:55","2005-11-09T12:27:55",-66.358,141.311,"location_quality= Z","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00252","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,9,"13:02:23","2005-11-09T13:02:23",-66.361,141.314,"location_quality= B","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00253","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,9,"13:52:15","2005-11-09T13:52:15",-66.356,141.282,"location_quality= 2","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00254","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,9,"14:04:43","2005-11-09T14:04:43",-66.355,141.317,"location_quality= B","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00255","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,9,"14:05:27","2005-11-09T14:05:27",-66.36,141.322,"location_quality= 2","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00256","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,9,"14:45:03","2005-11-09T14:45:03",-66.354,141.327,"location_quality= A","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00257","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,9,"15:12:11","2005-11-09T15:12:11",-66.362,141.337,"location_quality= A","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00258","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,9,"15:30:31","2005-11-09T15:30:31",-66.355,141.304,"location_quality= Z","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00259","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,9,"15:44:27","2005-11-09T15:44:27",-66.36,141.317,"location_quality= 2","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00260","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,9,"15:48:07","2005-11-09T15:48:07",-66.35,141.309,"location_quality= B","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00261","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,9,"16:02:03","2005-11-09T16:02:03",-66.359,141.299,"location_quality= A","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00262","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,9,"16:24:03","2005-11-09T16:24:03",-66.36,141.308,"location_quality= 2","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00263","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,9,"16:54:07","2005-11-09T16:54:07",-66.354,141.295,"location_quality= B","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00264","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,10,"0:05:05","2005-11-10T0:05:05",-66.344,141.345,"location_quality= B","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00265","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,10,"0:39:13","2005-11-10T0:39:13",-66.201,141.126,"location_quality= 1","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00266","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,10,"3:18:45","2005-11-10T3:18:45",-66.321,141.423,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00267","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,10,"3:37:55","2005-11-10T3:37:55",-66.426,141.307,"location_quality= 1","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00268","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,10,"5:01:02","2005-11-10T5:01:02",-66.34,141.376,"location_quality= A","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00269","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,10,"5:21:34","2005-11-10T5:21:34",-66.349,141.405,"location_quality= A","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00270","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,10,"6:44:16","2005-11-10T6:44:16",-66.326,141.391,"location_quality= 2","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00271","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,10,"7:00:24","2005-11-10T7:00:24",-66.316,141.436,"location_quality= A","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00272","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,10,"7:21:40","2005-11-10T7:21:40",-66.328,141.383,"location_quality= 1","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00273","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,10,"8:22:32","2005-11-10T8:22:32",-66.32,141.394,"location_quality= Z","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00274","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,10,"8:42:20","2005-11-10T8:42:20",-66.332,141.369,"location_quality= A","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00275","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,10,"8:59:56","2005-11-10T8:59:56",-66.319,141.402,"location_quality= A","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00276","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,11,"0:16:05","2005-11-11T0:16:05",-66.25,141.434,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00277","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,11,"3:10:38","2005-11-11T3:10:38",-66.289,141.433,"location_quality= 2","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00278","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,11,"4:52:46","2005-11-11T4:52:46",-66.244,141.512,"location_quality= A","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00279","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,11,"5:09:48","2005-11-11T5:09:48",-66.253,141.389,"location_quality= A","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00280","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,11,"6:32:40","2005-11-11T6:32:40",-66.246,141.453,"location_quality= Z","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00281","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,11,"8:13:08","2005-11-11T8:13:08",-66.249,141.458,"location_quality= A","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00282","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,11,"8:17:32","2005-11-11T8:17:32",-66.251,141.435,"location_quality= Z","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00283","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,11,"8:28:32","2005-11-11T8:28:32",-66.254,141.445,"location_quality= A","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00284","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,11,"8:35:52","2005-11-11T8:35:52",-66.251,141.449,"location_quality= A","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00285","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,12,"1:22:25","2005-11-12T1:22:25",-66.314,141.484,"location_quality= 1","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00286","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,12,"2:58:54","2005-11-12T2:58:54",-66.354,141.443,"location_quality= B","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00287","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,12,"4:43:00","2005-11-12T4:43:00",-66.36,141.4,"location_quality= Z","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00288","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,12,"6:24:56","2005-11-12T6:24:56",-66.359,141.404,"location_quality= B","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00289","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,12,"6:41:04","2005-11-12T6:41:04",-66.358,141.406,"location_quality= B","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00290","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,12,"8:05:24","2005-11-12T8:05:24",-66.351,141.413,"location_quality= A","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00291","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,12,"8:14:12","2005-11-12T8:14:12",-66.401,141.145,"location_quality= 1","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00292","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,12,"8:20:04","2005-11-12T8:20:04",-66.359,141.425,"location_quality= A","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00293","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,13,"1:09:41","2005-11-13T1:09:41",-66.345,141.294,"location_quality= 2","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00294","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,13,"2:48:22","2005-11-13T2:48:22",-66.342,141.316,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00295","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,13,"2:51:25","2005-11-13T2:51:25",-66.255,141.117,"location_quality= 2","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00296","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,13,"4:33:07","2005-11-13T4:33:07",-66.347,141.291,"location_quality= Z","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00297","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,13,"6:12:51","2005-11-13T6:12:51",-66.342,141.298,"location_quality= 2","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00298","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,13,"6:27:31","2005-11-13T6:27:31",-66.344,141.295,"location_quality= Z","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00299","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,13,"7:28:23","2005-11-13T7:28:23",-66.342,141.226,"location_quality= 2","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00300","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,13,"7:45:15","2005-11-13T7:45:15",-66.343,141.296,"location_quality= Z","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00301","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,13,"8:05:47","2005-11-13T8:05:47",-66.341,141.315,"location_quality= 1","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00302","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,13,"9:13:48","2005-11-13T9:13:48",-66.337,141.283,"location_quality= A","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00303","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,13,"9:25:26","2005-11-13T9:25:26",-66.341,141.273,"location_quality= 2","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00304","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,14,"0:46:38","2005-11-14T0:46:38",-66.469,141.182,"location_quality= A","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00305","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,14,"0:56:14","2005-11-14T0:56:14",-66.507,141.183,"location_quality= 2","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00306","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,14,"2:27:34","2005-11-14T2:27:34",-66.548,141.108,"location_quality= 1","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00307","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,14,"2:35:36","2005-11-14T2:35:36",-66.55,141.218,"location_quality= 2","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00308","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,14,"4:20:47","2005-11-14T4:20:47",-66.618,141.26,"location_quality= A","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00309","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,14,"4:32:16","2005-11-14T4:32:16",-66.613,141.275,"location_quality= A","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00310","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,14,"6:02:52","2005-11-14T6:02:52",-66.621,141.287,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00311","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,14,"6:12:36","2005-11-14T6:12:36",-66.613,141.299,"location_quality= A","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00312","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,14,"7:04:37","2005-11-14T7:04:37",-66.611,141.224,"location_quality= 1","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00313","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,14,"7:23:52","2005-11-14T7:23:52",-66.627,141.231,"location_quality= 1","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00314","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,14,"7:42:45","2005-11-14T7:42:45",-66.618,141.202,"location_quality= B","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00315","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,14,"8:48:20","2005-11-14T8:48:20",-66.641,141.183,"location_quality= 2","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00316","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,14,"9:02:33","2005-11-14T9:02:33",-66.617,141.274,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00317","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,14,"9:23:46","2005-11-14T9:23:46",-66.633,141.235,"location_quality= 1","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00318","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,14,"9:34:11","2005-11-14T9:34:11",-66.641,141.227,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00319","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,14,"10:29:25","2005-11-14T10:29:25",-66.638,141.245,"location_quality= A","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00320","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,14,"10:41:43","2005-11-14T10:41:43",-66.627,141.242,"location_quality= 2","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00321","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,14,"11:02:55","2005-11-14T11:02:55",-66.624,141.238,"location_quality= B","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
"DDU2005_emp_a_f_07:deployment:00322","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_f_07",2005,11,14,"11:14:28","2005-11-14T11:14:28",-66.627,141.232,"location_quality= 1","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","F"
