"occurrenceID","datasetID","type","modified","basisOfRecord","eventID","year","month","day","eventTime","eventDate","decimalLatitude","decimalLongitude","fieldNotes","scientificName","scientificNameID","vernacularName","lifeStage","sex"
"DDU2005_emp_a_x_05:deployment:05579","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,4,"1:15:41","2005-11-04T1:15:41",-66.166,140.383,"location_quality= B","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05580","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,4,"2:38:04","2005-11-04T2:38:04",-66.131,140.303,"location_quality= 1","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05581","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,4,"2:56:24","2005-11-04T2:56:24",-66.194,140.449,"location_quality= 2","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05582","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,4,"4:48:23","2005-11-04T4:48:23",-66.142,140.38,"location_quality= 1","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05583","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,4,"6:01:29","2005-11-04T6:01:29",-66.111,140.334,"location_quality= 1","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05584","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,4,"6:05:35","2005-11-04T6:05:35",-66.123,140.296,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05585","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,4,"6:28:25","2005-11-04T6:28:25",-65.991,140.384,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05586","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,4,"6:32:20","2005-11-04T6:32:20",-66.097,140.353,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05587","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,4,"7:42:54","2005-11-04T7:42:54",-66.076,140.19,"location_quality= A","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05588","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,4,"7:46:04","2005-11-04T7:46:04",-66.098,140.254,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05589","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,4,"8:13:45","2005-11-04T8:13:45",-66.074,140.195,"location_quality= A","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05590","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,5,"0:53:05","2005-11-05T0:53:05",-65.964,139.873,"location_quality= 2","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05591","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,5,"2:33:01","2005-11-05T2:33:01",-65.982,139.947,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05592","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,5,"4:07:09","2005-11-05T4:07:09",-65.922,139.892,"location_quality= 1","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05593","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,5,"4:39:55","2005-11-05T4:39:55",-65.935,139.834,"location_quality= 2","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05594","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,5,"6:07:25","2005-11-05T6:07:25",-65.87,140.174,"location_quality= 1","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05595","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,5,"6:17:11","2005-11-05T6:17:11",-65.916,139.904,"location_quality= 2","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05596","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,5,"7:33:45","2005-11-05T7:33:45",-65.933,139.93,"location_quality= A","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05597","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,5,"7:44:45","2005-11-05T7:44:45",-65.933,139.922,"location_quality= B","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05598","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,5,"7:58:41","2005-11-05T7:58:41",-65.932,139.923,"location_quality= Z","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05599","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,5,"9:02:29","2005-11-05T9:02:29",-65.931,139.917,"location_quality= B","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05600","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,6,"0:32:11","2005-11-06T0:32:11",-66.008,140.033,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05601","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,6,"0:58:17","2005-11-06T0:58:17",-66.015,140.046,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05602","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,6,"2:10:23","2005-11-06T2:10:23",-65.787,139.945,"location_quality= 2","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05603","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,6,"2:18:46","2005-11-06T2:18:46",-66.122,140.023,"location_quality= 2","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05604","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,6,"3:59:48","2005-11-06T3:59:48",-66.001,140.152,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05605","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,6,"4:24:09","2005-11-06T4:24:09",-66.014,140.119,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05606","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,6,"5:42:26","2005-11-06T5:42:26",-66.008,140.255,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05607","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,6,"6:09:21","2005-11-06T6:09:21",-66.093,139.589,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05608","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,6,"7:19:08","2005-11-06T7:19:08",-66.03,140.197,"location_quality= A","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05609","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,6,"7:25:42","2005-11-06T7:25:42",-66.035,140.216,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05610","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,6,"7:47:40","2005-11-06T7:47:40",-66.008,140.259,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05611","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,6,"8:37:24","2005-11-06T8:37:24",-66.048,140.187,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05612","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,6,"9:05:41","2005-11-06T9:05:41",-66.039,140.214,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05613","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,6,"9:27:12","2005-11-06T9:27:12",-66.017,140.186,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05614","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,6,"10:19:04","2005-11-06T10:19:04",-66.008,140.22,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05615","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,6,"10:41:40","2005-11-06T10:41:40",-66.028,140.173,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05616","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,6,"10:44:23","2005-11-06T10:44:23",-66.005,140.027,"location_quality= 1","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05617","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,6,"10:48:13","2005-11-06T10:48:13",-66.045,140.08,"location_quality= 2","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05618","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,7,"0:06:27","2005-11-07T0:06:27",-66.023,140.146,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05619","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,7,"0:44:03","2005-11-07T0:44:03",-66.03,140.126,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05620","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,7,"1:45:50","2005-11-07T1:45:50",-65.995,140.111,"location_quality= 1","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05621","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,7,"3:52:15","2005-11-07T3:52:15",-66.012,140.134,"location_quality= A","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05622","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,7,"5:34:22","2005-11-07T5:34:22",-66.01,140.146,"location_quality= A","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05623","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,7,"5:56:22","2005-11-07T5:56:22",-66.016,140.15,"location_quality= B","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05624","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,7,"6:32:03","2005-11-07T6:32:03",-66.008,140.189,"location_quality= 1","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05625","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,7,"6:51:56","2005-11-07T6:51:56",-65.989,140.07,"location_quality= 1","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05626","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,7,"7:14:22","2005-11-07T7:14:22",-66.034,140.195,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05627","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,7,"7:36:02","2005-11-07T7:36:02",-66.004,140.139,"location_quality= 2","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05628","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,7,"8:13:35","2005-11-07T8:13:35",-65.998,140.232,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05629","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,7,"8:36:20","2005-11-07T8:36:20",-66.007,140.106,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05630","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,7,"8:52:52","2005-11-07T8:52:52",-66.01,140.345,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05631","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,7,"9:16:23","2005-11-07T9:16:23",-66.011,140.205,"location_quality= A","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05632","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,7,"10:33:03","2005-11-07T10:33:03",-66.027,140.195,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05633","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,8,"0:31:57","2005-11-08T0:31:57",-66.013,140.163,"location_quality= B","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05634","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,8,"1:20:57","2005-11-08T1:20:57",-65.99,140.137,"location_quality= 1","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05635","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,8,"1:55:10","2005-11-08T1:55:10",-66.062,140.186,"location_quality= 2","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05636","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,8,"3:03:56","2005-11-08T3:03:56",-66.288,139.976,"location_quality= 2","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05637","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,8,"3:43:44","2005-11-08T3:43:44",-66.081,140.426,"location_quality= 2","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05638","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,8,"4:01:37","2005-11-08T4:01:37",-66.035,140.2,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05639","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,8,"5:25:09","2005-11-08T5:25:09",-66.016,140.223,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05640","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,8,"5:43:54","2005-11-08T5:43:54",-66.03,140.249,"location_quality= 2","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05641","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,8,"6:07:04","2005-11-08T6:07:04",-66.063,140.287,"location_quality= 1","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05642","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,8,"7:05:29","2005-11-08T7:05:29",-66.061,140.167,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05643","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,8,"7:24:08","2005-11-08T7:24:08",-66.025,140.122,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05644","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,8,"7:50:13","2005-11-08T7:50:13",-65.993,140.218,"location_quality= 1","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05645","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,8,"8:10:45","2005-11-08T8:10:45",-65.99,140.173,"location_quality= 1","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05646","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,8,"8:40:05","2005-11-08T8:40:05",-66.102,140.124,"location_quality= 1","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05647","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,9,"0:19:42","2005-11-09T0:19:42",-66.008,140.219,"location_quality= B","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05648","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,9,"1:00:43","2005-11-09T1:00:43",-66.016,140.018,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05649","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,9,"3:31:45","2005-11-09T3:31:45",-66.047,140.174,"location_quality= B","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05650","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,9,"3:50:50","2005-11-09T3:50:50",-65.78,139.93,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05651","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,9,"5:15:07","2005-11-09T5:15:07",-66.063,140.098,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05652","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,9,"5:31:28","2005-11-09T5:31:28",-66.047,140.128,"location_quality= 3","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05653","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,9,"6:05:44","2005-11-09T6:05:44",-66.11,140.224,"location_quality= 1","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05654","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,9,"6:52:25","2005-11-09T6:52:25",-66.133,140.16,"location_quality= A","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05655","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,9,"7:43:22","2005-11-09T7:43:22",-66.162,140.2,"location_quality= Z","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05656","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,9,"8:33:22","2005-11-09T8:33:22",-66.224,140.212,"location_quality= 1","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05657","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,9,"8:54:29","2005-11-09T8:54:29",-66.244,140.261,"location_quality= 2","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05658","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,9,"9:10:21","2005-11-09T9:10:21",-66.22,140.243,"location_quality= 2","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05659","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,9,"9:25:11","2005-11-09T9:25:11",-66.226,140.284,"location_quality= A","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
"DDU2005_emp_a_x_05:deployment:05660","10.1594/PANGAEA.633712","deployment",2020-01-16,"MachineObservation","capture:DDU2005_emp_a_x_05",2005,11,9,"10:13:28","2005-11-09T10:13:28",-66.163,139.754,"location_quality= 2","Aptenodytes forsteri","urn:lsid:marinespecies.org:taxname:225773","Emperor penguin","Adult","U"
